time_seconds,channel_1,channel_2,channel_3
4.403,279299,-151129,-430428
4.404,279299,-151129,-430428
4.406,279411,-150862,-430273
4.411,279471,-150542,-430013
4.418,279312,-150843,-430155
4.419,279312,-150843,-430155
4.421,279261,-151114,-430375
4.426,279492,-150709,-430201
4.431,279613,-150339,-429952
4.436,279468,-150651,-430119
4.441,279361,-151000,-430361
4.446,279519,-150659,-430178
4.451,279616,-150328,-429944
4.456,279440,-150695,-430135
4.461,279375,-150994,-430369
4.466,279525,-150661,-430186
4.471,279632,-150344,-429976
4.476,279567,-150605,-430172
4.481,279516,-150840,-430356
4.486,279637,-150501,-430138
4.491,279739,-150119,-429858
4.496,279619,-150373,-429992
4.501,279559,-150629,-430188
4.506,279763,-150192,-429955
4.511,280029,-149609,-429638
4.516,280062,-149722,-429784
4.521,280054,-149945,-429999
4.526,280154,-149652,-429806
4.531,280102,-149484,-429586
4.536,279842,-149956,-429798
4.541,279724,-150398,-430122
4.546,279932,-150122,-430054
4.551,280063,-149778,-429841
4.556,279898,-150122,-430020
4.561,279741,-150537,-430278
4.566,279803,-150340,-430143
4.571,279837,-150091,-429928
4.576,279621,-150450,-430071
4.581,279514,-150793,-430307
4.586,279656,-150525,-430181
4.591,279718,-150248,-429966
4.596,279544,-150575,-430119
4.601,279475,-150881,-430356
4.606,279648,-150525,-430173
4.611,279701,-150211,-429912
4.616,279546,-150501,-430047
4.621,279465,-150822,-430287
4.626,279653,-150520,-430173
4.631,279850,-150248,-430098
4.636,280019,-150513,-430532
4.641,280373,-150246,-430619
4.646,280780,-148716,-429496
4.651,280704,-146659,-427363
4.656,279707,-144468,-424175
4.661,278411,-142034,-420445
4.666,277204,-140356,-417560
4.671,276103,-141468,-417571
4.676,275037,-144608,-419645
4.681,274375,-147578,-421953
4.686,275168,-149116,-424284
4.691,276978,-149493,-426471
4.696,278104,-150075,-428179
4.701,278774,-150586,-429360
4.706,279488,-150320,-429808
4.711,280008,-149927,-429935
4.716,280092,-150190,-430282
4.721,280122,-150502,-430624
4.726,280372,-150170,-430542
4.731,280526,-149826,-430352
4.736,280430,-150115,-430545
4.741,280421,-150384,-430805
4.746,280641,-150012,-430653
4.751,280773,-149676,-430449
4.756,280636,-149980,-430616
4.763,280578,-150289,-430867
4.764,280578,-150289,-430867
4.768,280788,-149963,-430751
4.769,280788,-149963,-430751
4.773,280964,-149598,-430562
4.773,280964,-149598,-430562
4.776,280864,-149860,-430724
4.781,280806,-150172,-430978
4.786,281033,-149822,-430855
4.792,281226,-149377,-430603
4.796,281147,-149583,-430730
4.801,281110,-149855,-430965
4.806,281382,-149466,-430848
4.811,281597,-149052,-430649
4.816,281552,-149296,-430848
4.821,281594,-149523,-431117
4.826,281959,-149067,-431026
4.831,282223,-148632,-430855
4.836,282178,-148876,-431054
4.841,282239,-149122,-431361
4.846,282581,-148699,-431280
4.851,282862,-148239,-431101
4.856,282919,-148401,-431320
4.861,283008,-148569,-431577
4.866,283356,-148086,-431442
4.871,283615,-147593,-431208
4.876,283553,-147768,-431321
4.881,283547,-147955,-431502
4.886,283796,-147489,-431285
4.891,283923,-147046,-430969
4.896,283730,-147305,-431035
4.901,283541,-147658,-431199
4.906,283596,-147366,-430962
4.911,283589,-147049,-430638
4.916,283290,-147393,-430683
4.921,283030,-147815,-430845
4.926,282943,-147699,-430642
4.931,282753,-147591,-430344
4.936,282346,-148086,-430432
4.941,281988,-148617,-430605
4.946,281889,-148483,-430372
4.951,281778,-148318,-430096
4.956,281430,-148789,-430219
4.961,281225,-149244,-430469
4.966,281291,-149032,-430323
4.974,281289,-148787,-430076
4.974,281289,-148787,-430076
4.976,281065,-149167,-430232
4.981,280913,-149534,-430447
4.986,281049,-149237,-430286
4.991,281141,-148924,-430065
4.996,280987,-149248,-430235
5.001,280852,-149620,-430472
5.006,280992,-149340,-430332
5.011,281089,-149036,-430125
5.016,280938,-149373,-430311
5.021,280851,-149715,-430566
5.026,281055,-149357,-430412
5.031,281177,-148960,-430137
5.036,281015,-149252,-430267
5.041,280934,-149602,-430536
5.046,281081,-149300,-430381
5.051,281169,-148932,-430101
5.056,281026,-149223,-430249
5.061,280929,-149561,-430490
5.066,281066,-149273,-430339
5.071,281135,-148960,-430095
5.076,280966,-149290,-430256
5.081,280862,-149619,-430481
5.086,280994,-149318,-430312
5.091,281050,-148994,-430044
5.096,280856,-149317,-430173
5.101,280744,-149680,-430424
5.106,280906,-149385,-430291
5.111,281001,-149075,-430076
5.118,280820,-149423,-430243
5.119,280820,-149423,-430243
5.123,280728,-149743,-430471
5.123,280728,-149743,-430471
5.126,280926,-149355,-430281
5.131,281055,-148970,-430025
5.136,280891,-149281,-430172
5.141,280764,-149614,-430378
5.146,280894,-149312,-430206
5.151,280984,-148956,-429940
5.156,280811,-149272,-430083
5.161,280696,-149638,-430334
5.166,280859,-149316,-430175
5.171,280964,-148962,-429926
5.176,280765,-149294,-430059
5.181,280648,-149661,-430309
5.186,280829,-149347,-430176
5.191,280956,-148976,-429932
5.196,280809,-149266,-430075
5.201,280687,-149637,-430324
5.206,280793,-149384,-430177
5.211,280912,-149037,-429949
5.216,280790,-149307,-430097
5.221,280693,-149665,-430358
5.226,280844,-149381,-430225
5.231,280920,-149049,-429969
5.236,280811,-149270,-430081
5.241,280747,-149543,-430290
5.246,280887,-149218,-430105
5.251,280968,-148906,-429874
5.256,280751,-149292,-430043
5.261,280593,-149664,-430257
5.266,280719,-149341,-430060
5.271,280830,-149010,-429840
5.276,280664,-149345,-430009
5.281,280574,-149671,-430245
5.286,280806,-149304,-430110
5.291,280942,-148919,-429861
5.296,280764,-149244,-430008
5.301,280627,-149628,-430255
5.306,280769,-149290,-430059
5.311,280884,-148903,-429787
5.316,280714,-149187,-429901
5.321,280598,-149554,-430152
5.326,280746,-149281,-430027
5.331,280815,-148966,-429781
5.336,280618,-149293,-429911
5.341,280505,-149607,-430112
5.346,280682,-149257,-429939
5.351,280822,-148870,-429692
5.356,280721,-149168,-429889
5.361,280642,-149522,-430164
5.366,280795,-149225,-430020
5.371,280936,-148834,-429770
5.376,280807,-149121,-429928
5.381,280714,-149484,-430198
5.386,280898,-149195,-430093
5.391,281017,-148860,-429877
5.396,280836,-149158,-429994
5.401,280673,-149498,-430171
5.406,280822,-149165,-429987
5.411,280948,-148816,-429764
5.416,280778,-149123,-429901
5.421,280723,-149336,-430059
5.426,281065,-148744,-429809
5.431,281415,-148116,-429531
5.436,281343,-148337,-429680
5.441,281146,-148780,-429926
5.446,281109,-148700,-429809
5.451,281050,-148550,-429600
5.456,280868,-148955,-429823
5.461,280748,-149396,-430144
5.466,280855,-149186,-430041
5.471,280972,-148874,-429846
5.478,280801,-149235,-430036
5.479,280801,-149235,-430036
5.481,280604,-149734,-430338
5.488,280656,-149596,-430252
5.489,280656,-149596,-430252
5.491,280671,-149320,-429991
5.496,280474,-149618,-430092
5.501,280380,-149982,-430362
5.506,280523,-149712,-430235
5.511,280640,-149360,-430000
5.516,280494,-149675,-430169
5.521,280361,-150067,-430428
5.526,280476,-149815,-430291
5.531,280566,-149459,-430025
5.536,280404,-149776,-430180
5.541,280306,-150137,-430443
5.546,280505,-149929,-430434
5.551,280800,-149655,-430455
5.556,281018,-149643,-430661
5.561,281254,-149001,-430255
5.567,281541,-147173,-428714
5.571,281279,-144682,-425961
5.576,280009,-142259,-422268
5.581,278564,-140539,-419103
5.586,277317,-140592,-417909
5.591,276258,-142848,-419106
5.596,275178,-146111,-421289
5.601,274983,-149013,-423996
5.606,276587,-149866,-426453
5.611,278309,-149686,-427995
5.616,279201,-149998,-429199
5.621,279796,-150311,-430107
5.626,280419,-149993,-430412
5.631,280743,-149672,-430415
5.636,280683,-150002,-430685
5.641,280665,-150369,-431034
5.646,280881,-150093,-430974
5.651,281042,-149717,-430759
5.656,280926,-150023,-430949
5.661,280851,-150416,-431267
5.666,281056,-150096,-431152
5.671,281191,-149697,-430888
5.676,281072,-149977,-431049
5.681,281026,-150309,-431335
5.686,281249,-149954,-431203
5.691,281417,-149560,-430977
5.696,281302,-149839,-431141
5.701,281257,-150188,-431445
5.706,281449,-149896,-431345
5.711,281595,-149483,-431078
5.716,281496,-149730,-431226
5.721,281466,-150047,-431513
5.726,281687,-149734,-431421
5.731,281892,-149321,-431213
5.736,281870,-149495,-431365
5.741,281870,-149781,-431651
5.746,282083,-149489,-431572
5.751,282273,-149102,-431375
5.756,282276,-149322,-431598
5.761,282373,-149548,-431921
5.766,282692,-149144,-431836
5.771,282907,-148715,-431622
5.776,282886,-148882,-431768
5.781,282937,-149089,-432026
5.786,283217,-148668,-431885
5.791,283393,-148209,-431602
5.796,283313,-148379,-431692
5.801,283267,-148637,-431904
5.806,283441,-148258,-431699
5.811,283505,-147854,-431359
5.816,283293,-148128,-431421
5.823,283139,-148492,-431631
5.823,283139,-148492,-431631
5.826,283221,-148211,-431432
5.833,283197,-147924,-431121
5.834,283197,-147924,-431121
5.836,282856,-148368,-431224
5.841,282501,-148917,-431418
5.846,282414,-148806,-431220
5.851,282260,-148688,-430948
5.856,281838,-149231,-431069
5.861,281521,-149755,-431276
5.867,281479,-149612,-431091
5.871,281375,-149455,-430830
5.876,281036,-149921,-430957
5.881,280785,-150383,-431168
5.886,280861,-150171,-431032
5.891,280917,-149882,-430799
5.896,280682,-150264,-430946
5.901,280503,-150703,-431206
5.906,280566,-150487,-431053
5.911,280638,-150125,-430763
5.916,280506,-150385,-430891
5.921,280354,-150810,-431164
5.926,280455,-150559,-431014
5.931,280593,-150155,-430748
5.936,280467,-150397,-430864
5.941,280366,-150766,-431132
5.946,280499,-150516,-431015
5.951,280605,-150158,-430763
5.956,280494,-150423,-430917
5.961,280416,-150755,-431171
5.966,280558,-150456,-431014
5.971,280630,-150080,-430710
5.976,280471,-150389,-430860
5.981,280374,-150759,-431133
5.986,280491,-150475,-430966
5.991,280543,-150192,-430735
5.996,280353,-150562,-430915
6.001,280265,-150885,-431150
6.006,280422,-150579,-431001
6.011,280491,-150260,-430751
6.016,280356,-150563,-430919
6.021,280242,-150935,-431177
6.026,280360,-150670,-431030
6.031,280458,-150306,-430764
6.036,280338,-150545,-430883
6.043,280205,-150902,-431107
6.043,280205,-150902,-431107
6.046,280274,-150653,-430927
6.051,280365,-150316,-430681
6.056,280200,-150651,-430851
6.061,280067,-151040,-431107
6.066,280191,-150772,-430963
6.071,280213,-150501,-430714
6.076,280000,-150843,-430843
6.081,279889,-151220,-431109
6.086,280011,-150964,-430975
6.092,280132,-150611,-430743
6.096,280002,-150879,-430881
6.101,279863,-151234,-431097
6.106,279997,-150962,-430959
6.111,280152,-150600,-430752
6.116,280023,-150903,-430926
6.121,279858,-151292,-431150
6.126,280008,-150990,-430998
6.131,280140,-150618,-430758
6.136,279991,-150910,-430901
6.141,279896,-151260,-431156
6.146,280049,-150974,-431023
6.151,280161,-150640,-430801
6.156,280029,-150921,-430950
6.161,279893,-151316,-431209
6.166,279985,-151076,-431061
6.171,280075,-150741,-430816
6.178,279894,-151047,-430941
6.179,279894,-151047,-430941
6.183,279739,-151387,-431126
6.183,279739,-151387,-431126
6.188,279899,-151074,-430973
6.188,279899,-151074,-430973
6.193,280034,-150717,-430751
6.193,280034,-150717,-430751
6.196,279880,-151017,-430897
6.201,279744,-151404,-431148
6.206,279900,-151110,-431010
6.211,280036,-150733,-430769
6.216,279889,-151000,-430889
6.221,279771,-151354,-431125
6.226,279881,-151142,-431023
6.231,279980,-150840,-430820
6.236,279832,-151138,-430970
6.241,279719,-151510,-431229
6.246,279882,-151213,-431095
6.251,280003,-150805,-430808
6.256,279854,-151087,-430941
6.261,279753,-151468,-431221
6.266,279897,-151169,-431066
6.271,280012,-150785,-430797
6.276,279844,-151090,-430934
6.281,279714,-151463,-431177
6.286,279880,-151152,-431032
6.291,279982,-150796,-430778
6.296,279814,-151089,-430903
6.301,279742,-151326,-431068
6.306,280041,-150758,-430799
6.311,280355,-150165,-430520
6.316,280308,-150409,-430717
6.321,280097,-150822,-430919
6.326,280054,-150708,-430762
6.331,280061,-150504,-430565
6.336,279908,-150872,-430780
6.341,279884,-151275,-431159
6.346,279993,-151098,-431091
6.351,280033,-150803,-430836
6.356,279879,-151094,-430973
6.361,279697,-151553,-431250
6.366,279703,-151475,-431178
6.371,279727,-151225,-430952
6.376,279540,-151535,-431075
6.381,279436,-151905,-431341
6.386,279595,-151634,-431229
6.393,279687,-151301,-430988
6.394,279687,-151301,-430988
6.396,279558,-151552,-431110
6.401,279462,-151900,-431362
6.406,279581,-151633,-431214
6.411,279666,-151287,-430953
6.416,279541,-151526,-431067
6.421,279474,-151867,-431341
6.426,279622,-151694,-431316
6.431,279811,-151420,-431231
6.436,279997,-151459,-431456
6.441,280326,-150889,-431215
6.446,280649,-149032,-429681
6.451,280421,-146481,-426902
6.456,279232,-143974,-423206
6.461,277846,-142069,-419915
6.466,276587,-141836,-418423
6.471,275534,-143998,-419532
6.476,274544,-147331,-421875
6.481,274252,-150477,-424729
6.486,275641,-151584,-427225
6.491,277306,-151456,-428762
6.496,278194,-151755,-429949
6.501,278766,-152090,-430856
6.506,279362,-151796,-431158
6.511,279714,-151390,-431104
6.516,279721,-151627,-431348
6.521,279742,-151941,-431683
6.526,280001,-151587,-431588
6.533,280213,-151167,-431380
6.534,280213,-151167,-431380
6.538,280144,-151382,-431526
6.538,280144,-151382,-431526
6.543,280072,-151745,-431817
6.544,280072,-151745,-431817
6.546,280207,-151511,-431718
6.551,280317,-151154,-431471
6.556,280192,-151433,-431625
6.561,280100,-151808,-431908
6.566,280295,-151493,-431788
6.571,280445,-151085,-431530
6.576,280334,-151338,-431672
6.581,280236,-151682,-431918
6.586,280395,-151392,-431787
6.591,280572,-150980,-431552
6.596,280535,-151150,-431685
6.601,280516,-151454,-431970
6.606,280721,-151146,-431867
6.611,280876,-150741,-431617
6.616,280799,-150924,-431723
6.621,280811,-151182,-431993
6.626,281079,-150834,-431913
6.631,281317,-150363,-431680
6.636,281320,-150506,-431826
6.641,281402,-150715,-432117
6.646,281719,-150293,-432012
6.651,282004,-149776,-431780
6.656,282041,-149906,-431947
6.661,282067,-150139,-432206
6.666,282318,-149748,-432066
6.671,282475,-149289,-431764
6.676,282377,-149469,-431846
6.681,282322,-149745,-432067
6.686,282480,-149406,-431886
6.691,282517,-149012,-431529
6.696,282307,-149273,-431580
6.701,282154,-149610,-431764
6.706,282263,-149320,-431583
6.711,282225,-149042,-431267
6.716,281869,-149449,-431318
6.721,281534,-149990,-431524
6.726,281459,-149936,-431395
6.731,281330,-149786,-431116
6.736,280948,-150223,-431171
6.743,280608,-150771,-431379
6.744,280608,-150771,-431379
6.746,280516,-150733,-431249
6.753,280392,-150576,-430968
6.753,280392,-150576,-430968
6.756,280047,-150976,-431023
6.761,279810,-151401,-431211
6.766,279866,-151196,-431062
6.771,279908,-150906,-430814
6.776,279678,-151245,-430923
6.781,279497,-151661,-431158
6.786,279582,-151462,-431044
6.791,279642,-151177,-430819
6.796,279469,-151464,-430933
6.801,279391,-151804,-431195
6.806,279499,-151540,-431039
6.811,279573,-151178,-430751
6.816,279463,-151439,-430902
6.821,279400,-151758,-431158
6.826,279527,-151435,-430962
6.831,279617,-151018,-430635
6.836,279467,-151249,-430716
6.841,279381,-151557,-430938
6.846,279537,-151280,-430817
6.851,279587,-150922,-430509
6.856,279379,-151204,-430583
6.861,279250,-151571,-430821
6.866,279348,-151293,-430641
6.873,279405,-150946,-430351
6.873,279405,-150946,-430351
6.876,279266,-151194,-430460
6.881,279171,-151548,-430719
6.886,279297,-151282,-430579
6.891,279344,-150935,-430279
6.898,279133,-151232,-430365
6.898,279133,-151232,-430365
6.901,279023,-151602,-430625
6.906,279195,-151320,-430515
6.911,279327,-150936,-430263
6.916,279183,-151184,-430367
6.921,279044,-151519,-430563
6.926,279144,-151286,-430430
6.931,279199,-150985,-430184
6.936,278985,-151315,-430300
6.941,278876,-151653,-430529
6.946,279007,-151390,-430397
6.951,279024,-151113,-430137
6.956,278818,-151406,-430224
6.961,278721,-151750,-430471
6.966,278887,-151449,-430336
6.971,278974,-151099,-430073
6.976,278795,-151405,-430200
6.981,278661,-151790,-430451
6.986,278814,-151510,-430324
6.991,278924,-151171,-430095
6.996,278796,-151409,-430205
7.001,278740,-151705,-430445
7.006,278886,-151464,-430350
7.011,278965,-151129,-430094
7.016,278802,-151435,-430237
7.021,278696,-151809,-430505
7.026,278829,-151548,-430377
7.031,278889,-151246,-430135
7.036,278721,-151538,-430259
7.041,278639,-151845,-430484
7.046,278839,-151485,-430324
7.051,278960,-151083,-430043
7.056,278812,-151373,-430185
7.061,278707,-151729,-430436
7.067,278808,-151465,-430273
7.071,278873,-151126,-429999
7.076,278716,-151430,-430146
7.081,278625,-151757,-430382
7.086,278795,-151453,-430248
7.091,278899,-151109,-430008
7.096,278726,-151399,-430125
7.103,278629,-151746,-430375
7.103,278629,-151746,-430375
7.106,278794,-151436,-430230
7.111,278921,-151047,-429968
7.116,278768,-151333,-430101
7.121,278626,-151747,-430373
7.126,278778,-151487,-430265
7.131,278898,-151104,-430002
7.136,278728,-151377,-430105
7.141,278621,-151734,-430355
7.146,278790,-151454,-430244
7.151,278925,-151095,-430020
7.156,278785,-151368,-430153
7.161,278671,-151683,-430354
7.166,278810,-151363,-430173
7.171,278883,-151007,-429890
7.176,278707,-151289,-429996
7.181,278681,-151510,-430191
7.186,279006,-150952,-429958
7.191,279289,-150362,-429651
7.196,279233,-150565,-429798
7.201,279062,-150948,-430010
7.206,279041,-150828,-429869
7.211,279004,-150617,-429621
7.217,278790,-151020,-429810
7.221,278684,-151507,-430191
7.228,278833,-151298,-430131
7.228,278833,-151298,-430131
7.231,278926,-150975,-429901
7.236,278757,-151320,-430077
7.243,278593,-151739,-430332
7.244,278593,-151739,-430332
7.248,278647,-151592,-430239
7.248,278647,-151592,-430239
7.253,278637,-151395,-430032
7.253,278637,-151395,-430032
7.256,278472,-151708,-430180
7.261,278395,-152056,-430451
7.266,278538,-151803,-430341
7.271,278643,-151454,-430097
7.276,278494,-151715,-430209
7.281,278371,-152070,-430441
7.286,278503,-151798,-430301
7.291,278627,-151416,-430043
7.296,278526,-151652,-430178
7.301,278424,-152005,-430429
7.306,278573,-151796,-430369
7.311,278841,-151508,-430349
7.316,279053,-151526,-430579
7.321,279354,-150933,-430287
7.326,279622,-149179,-428801
7.331,279256,-146731,-425987
7.336,277985,-144250,-422235
7.341,276580,-142337,-418917
7.346,275437,-142032,-417469
7.351,274549,-144099,-418648
7.356,273599,-147215,-420814
7.361,273348,-149996,-423344
7.366,274821,-151040,-425861
7.371,276480,-151108,-427588
7.376,277330,-151537,-428867
7.381,277862,-151963,-429825
7.386,278421,-151729,-430150
7.391,278806,-151345,-430151
7.396,278836,-151564,-430400
7.401,278821,-151922,-430743
7.406,279040,-151666,-430706
7.411,279221,-151243,-430464
7.416,279102,-151492,-430594
7.421,279039,-151854,-430893
7.426,279252,-151532,-430784
7.431,279435,-151090,-430525
7.436,279346,-151326,-430672
7.441,279284,-151675,-430959
7.446,279487,-151357,-430844
7.451,279642,-150954,-430596
7.458,279534,-151182,-430716
7.458,279534,-151182,-430716
7.461,279511,-151475,-430986
7.466,279751,-151145,-430896
7.471,279948,-150716,-430664
7.476,279886,-150901,-430787
7.481,279880,-151171,-431051
7.486,280107,-150858,-430965
7.491,280292,-150422,-430714
7.496,280237,-150633,-430870
7.501,280291,-150891,-431182
7.506,280619,-150491,-431110
7.511,280836,-150066,-430902
7.516,280835,-150257,-431092
7.521,280929,-150493,-431422
7.526,281268,-150068,-431336
7.531,281562,-149546,-431108
7.536,281588,-149668,-431256
7.541,281676,-149882,-431558
7.546,281987,-149479,-431466
7.551,282208,-148990,-431198
7.556,282127,-149135,-431262
7.561,282066,-149415,-431481
7.566,282244,-149066,-431310
7.571,282340,-148669,-431009
7.576,282128,-148933,-431061
7.581,281904,-149322,-431226
7.586,281937,-149066,-431003
7.591,281891,-148747,-430638
7.598,281590,-149087,-430677
7.598,281590,-149087,-430677
7.603,281315,-149558,-430873
7.603,281315,-149558,-430873
7.608,281208,-149480,-430688
7.609,281208,-149480,-430688
7.611,281015,-149332,-430347
7.616,280620,-149800,-430420
7.621,280303,-150345,-430648
7.626,280236,-150270,-430506
7.631,280174,-150049,-430223
7.636,279865,-150413,-430278
7.641,279615,-150872,-430487
7.646,279667,-150708,-430375
7.651,279657,-150462,-430119
7.656,279432,-150803,-430235
7.661,279297,-151199,-430496
7.666,279439,-150939,-430378
7.671,279516,-150620,-430136
7.676,279344,-150957,-430301
7.681,279249,-151322,-430571
7.686,279379,-151053,-430432
7.691,279458,-150712,-430170
7.696,279326,-150953,-430279
7.701,279227,-151291,-430518
7.706,279422,-150974,-430396
7.711,279551,-150568,-430119
7.716,279407,-150794,-430201
7.721,279308,-151105,-430413
7.726,279439,-150814,-430253
7.731,279541,-150465,-430006
7.736,279365,-150791,-430156
7.741,279293,-151108,-430401
7.746,279472,-150782,-430254
7.751,279542,-150452,-429994
7.756,279371,-150719,-430090
7.761,279281,-151018,-430299
7.766,279441,-150720,-430161
7.771,279578,-150354,-429932
7.776,279453,-150636,-430089
7.781,279308,-151027,-430335
7.786,279426,-150790,-430216
7.791,279517,-150433,-429950
7.796,279391,-150671,-430062
7.801,279276,-151032,-430308
7.806,279400,-150761,-430161
7.811,279506,-150363,-429869
7.818,279330,-150647,-429977
7.818,279330,-150647,-429977
7.821,279172,-151081,-430253
7.826,279327,-150784,-430111
7.831,279436,-150401,-429837
7.836,279251,-150704,-429955
7.841,279101,-151106,-430207
7.846,279267,-150820,-430087
7.851,279379,-150441,-429820
7.856,279218,-150705,-429923
7.861,279135,-151001,-430136
7.866,279306,-150710,-430016
7.871,279405,-150380,-429785
7.876,279227,-150678,-429905
7.881,279079,-151066,-430145
7.886,279236,-150794,-430030
7.891,279353,-150452,-429805
7.896,279184,-150757,-429941
7.901,279097,-151101,-430198
7.906,279301,-150740,-430041
7.911,279439,-150344,-429783
7.916,279276,-150656,-429932
7.921,279136,-151039,-430175
7.926,279256,-150754,-430010
7.931,279360,-150381,-429741
7.936,279251,-150641,-429892
7.941,279158,-151004,-430162
7.946,279315,-150695,-430010
7.951,279474,-150271,-429745
7.956,279377,-150496,-429873
7.963,279306,-150842,-430148
7.963,279306,-150842,-430148
7.966,279484,-150556,-430040
7.971,279579,-150190,-429769
7.976,279390,-150489,-429879
7.981,279268,-150832,-430100
7.986,279426,-150545,-429971
7.991,279561,-150143,-429704
7.996,279422,-150396,-429818
8.001,279326,-150728,-430054
8.006,279466,-150458,-429924
8.011,279552,-150093,-429645
8.016,279396,-150371,-429767
8.021,279313,-150725,-430038
8.026,279469,-150448,-429917
8.031,279530,-150107,-429637
8.036,279343,-150406,-429749
8.041,279227,-150762,-429989
8.046,279372,-150487,-429859
8.051,279502,-150123,-429625
8.056,279364,-150381,-429745
8.061,279262,-150726,-429988
8.066,279424,-150437,-429861
8.071,279569,-150043,-429612
8.076,279434,-150313,-429747
8.081,279355,-150636,-429991
8.086,279523,-150332,-429855
8.091,279578,-149987,-429565
8.096,279393,-150264,-429657
8.101,279311,-150578,-429889
8.106,279508,-150267,-429775
8.111,279653,-149824,-429477
8.116,279640,-149835,-429475
8.121,279746,-149897,-429643
8.126,280033,-149524,-429557
8.131,280128,-149154,-429282
8.136,279846,-149533,-429379
8.141,279589,-150099,-429688
8.146,279699,-149960,-429659
8.151,279847,-149654,-429501
8.156,279688,-150010,-429698
8.161,279558,-150378,-429936
8.166,279679,-150187,-429866
8.173,279644,-150026,-429670
8.173,279644,-150026,-429670
8.176,279367,-150445,-429812
8.181,279232,-150807,-430039
8.186,279374,-150503,-429877
8.191,279446,-150211,-429657
8.196,279263,-150556,-429819
8.201,279157,-150890,-430047
8.206,279275,-150620,-429895
8.211,279320,-150305,-429625
8.216,279154,-150580,-429734
8.221,279071,-150944,-430015
8.226,279240,-150665,-429905
8.231,279337,-150327,-429664
8.236,279173,-150675,-429848
8.241,279178,-151103,-430281
8.246,279615,-150696,-430311
8.251,280116,-149611,-429727
8.256,280222,-148573,-428795
8.261,279944,-147134,-427078
8.266,279121,-144298,-423419
8.271,277902,-141382,-419284
8.276,276343,-140875,-417218
8.281,275063,-143192,-418255
8.286,274279,-145854,-420133
8.291,273887,-148269,-422156
8.296,274650,-150255,-424905
8.301,276229,-151077,-427306
8.306,277651,-150857,-428508
8.311,278574,-150471,-429045
8.318,278947,-150756,-429703
8.318,278947,-150756,-429703
8.321,279139,-151125,-430264
8.326,279433,-150836,-430269
8.331,279616,-150485,-430101
8.336,279538,-150761,-430299
8.341,279487,-151144,-430631
8.346,279697,-150873,-430570
8.351,279878,-150490,-430368
8.356,279803,-150724,-430527
8.361,279741,-151071,-430812
8.366,279911,-150797,-430708
8.371,280066,-150423,-430489
8.376,279999,-150639,-430638
8.381,279940,-150969,-430909
8.386,280096,-150720,-430816
8.391,280224,-150350,-430574
8.396,280147,-150585,-430732
8.401,280102,-150892,-430994
8.406,280341,-150606,-430947
8.411,280550,-150244,-430794
8.416,280494,-150420,-430914
8.421,280476,-150694,-431170
8.426,280774,-150307,-431081
8.431,281045,-149850,-430895
8.436,281047,-150038,-431085
8.441,281071,-150319,-431390
8.446,281371,-149947,-431318
8.451,281627,-149479,-431106
8.456,281603,-149652,-431255
8.461,281710,-149905,-431615
8.466,282073,-149514,-431587
8.471,282350,-149005,-431355
8.476,282377,-149140,-431517
8.481,282421,-149328,-431749
8.486,282646,-148928,-431574
8.491,282763,-148512,-431275
8.496,282609,-148740,-431349
8.501,282436,-149086,-431522
8.506,282506,-148795,-431301
8.511,282577,-148411,-430988
8.517,282402,-148684,-431086
8.523,282239,-149017,-431256
8.523,282239,-149017,-431256
8.526,282285,-148788,-431073
8.531,282168,-148619,-430787
8.536,281758,-149096,-430854
8.541,281403,-149639,-431042
8.546,281327,-149553,-430880
8.551,281213,-149386,-430599
8.556,280878,-149822,-430700
8.561,280620,-150312,-430932
8.566,280640,-150145,-430785
8.571,280594,-149931,-430525
8.576,280321,-150360,-430681
8.581,280133,-150818,-430951
8.586,280208,-150624,-430832
8.591,280230,-150345,-430575
8.596,280038,-150689,-430727
8.601,279916,-151088,-431004
8.606,280077,-150768,-430845
8.611,280217,-150411,-430628
8.616,280057,-150751,-430808
8.621,279954,-151098,-431052
8.626,280136,-150803,-430939
8.631,280243,-150451,-430694
8.636,280100,-150682,-430782
8.641,279999,-151030,-431029
8.646,280169,-150782,-430951
8.651,280283,-150430,-430713
8.656,280141,-150685,-430826
8.661,280044,-151014,-431058
8.666,280194,-150696,-430890
8.671,280307,-150356,-430663
8.678,280175,-150655,-430830
8.679,280175,-150655,-430830
8.681,280102,-151007,-431109
8.686,280237,-150729,-430966
8.691,280305,-150365,-430670
8.696,280116,-150679,-430795
8.701,280005,-151052,-431057
8.706,280125,-150800,-430925
8.711,280171,-150492,-430663
8.716,279956,-150819,-430775
8.721,279830,-151207,-431037
8.726,280021,-150945,-430966
8.731,280135,-150611,-430746
8.736,279957,-150895,-430852
8.741,279829,-151234,-431063
8.746,279961,-150939,-430900
8.751,280059,-150607,-430666
8.756,279911,-150906,-430817
8.761,279799,-151254,-431053
8.766,279909,-151023,-430932
8.771,279977,-150735,-430712
8.776,279865,-150978,-430843
8.781,279792,-151299,-431091
8.786,279907,-151049,-430956
8.791,279975,-150733,-430708
8.796,279824,-151003,-430827
8.801,279716,-151322,-431038
8.806,279881,-151055,-430936
8.811,279986,-150775,-430761
8.816,279820,-151111,-430931
8.821,279681,-151519,-431200
8.826,279788,-151252,-431040
8.831,279881,-150863,-430744
8.836,279736,-151135,-430871
8.841,279622,-151501,-431123
8.846,279779,-151224,-431003
8.851,279853,-150896,-430749
