time_seconds,channel_1,channel_2,channel_3
8.856,279682,-151198,-430880
8.861,279548,-151572,-431120
8.866,279704,-151280,-430984
8.871,279826,-150920,-430746
8.876,279667,-151180,-430847
8.881,279549,-151525,-431074
8.886,279691,-151254,-430945
8.891,279771,-150920,-430691
8.896,279613,-151155,-430768
8.901,279520,-151451,-430971
8.906,279703,-151166,-430869
8.911,279797,-150833,-430630
8.916,279622,-151129,-430751
8.921,279511,-151509,-431020
8.926,279654,-151282,-430936
8.931,279777,-150970,-430747
8.936,279597,-151260,-430857
8.941,279419,-151632,-431051
8.946,279541,-151389,-430930
8.951,279661,-151018,-430679
8.956,279532,-151290,-430822
8.961,279487,-151626,-431113
8.966,279675,-151315,-430990
8.971,279764,-150968,-430732
8.976,279574,-151275,-430849
8.981,279449,-151656,-431105
8.986,279627,-151341,-430968
8.991,279742,-150984,-430726
8.996,279603,-151281,-430884
9.001,279499,-151630,-431129
9.006,279648,-151290,-430938
9.011,279744,-150876,-430620
9.016,279583,-151172,-430755
9.021,279469,-151516,-430985
9.026,279721,-151032,-430753
9.031,280005,-150383,-430388
9.036,279994,-150520,-430514
9.041,279896,-150885,-430781
9.046,279901,-150768,-430669
9.051,279884,-150592,-430476
9.056,279667,-151011,-430678
9.061,279567,-151454,-431021
9.066,279726,-151251,-430977
9.071,279820,-150931,-430751
9.076,279652,-151254,-430906
9.081,279471,-151704,-431175
9.086,279515,-151596,-431111
9.091,279559,-151383,-430942
9.096,279403,-151680,-431083
9.101,279315,-151990,-431305
9.106,279479,-151723,-431202
9.111,279496,-151450,-430946
9.116,279296,-151745,-431041
9.121,279218,-152027,-431245
9.126,279415,-151679,-431094
9.131,279532,-151355,-430887
9.136,279378,-151665,-431043
9.141,279269,-152036,-431305
9.146,279404,-151811,-431215
9.151,279582,-151540,-431122
9.156,279691,-151763,-431454
9.161,279983,-151574,-431557
9.166,280460,-150006,-430466
9.171,280600,-147792,-428392
9.176,279782,-145611,-425393
9.181,278496,-143308,-421804
9.186,277276,-141651,-418927
9.191,275990,-142676,-418666
9.196,274765,-145921,-420686
9.201,274006,-149323,-423329
9.206,274616,-151305,-425921
9.211,276309,-151655,-427964
9.218,277527,-151930,-429457
9.218,277527,-151930,-429457
9.223,278288,-152263,-430551
9.223,278288,-152263,-430551
9.228,279013,-151920,-430933
9.229,279013,-151920,-430933
9.231,279493,-151483,-430976
9.236,279564,-151728,-431292
9.241,279566,-152088,-431654
9.246,279787,-151820,-431607
9.251,280006,-151420,-431426
9.256,279971,-151657,-431628
9.261,279861,-152019,-431880
9.266,280001,-151748,-431749
9.271,280127,-151407,-431534
9.276,280026,-151656,-431682
9.281,280005,-151947,-431952
9.286,280210,-151643,-431853
9.291,280305,-151298,-431603
9.296,280175,-151566,-431741
9.301,280126,-151865,-431991
9.306,280346,-151504,-431850
9.311,280473,-151136,-431609
9.316,280355,-151414,-431769
9.321,280315,-151732,-432047
9.326,280505,-151408,-431913
9.331,280669,-150949,-431618
9.336,280625,-151150,-431775
9.341,280665,-151414,-432079
9.346,280962,-151032,-431994
9.351,281216,-150568,-431784
9.356,281261,-150701,-431962
9.361,281306,-150926,-432232
9.366,281597,-150540,-432137
9.371,281846,-150064,-431910
9.376,281862,-150196,-432058
9.381,281916,-150438,-432354
9.386,282186,-150034,-432220
9.391,282413,-149523,-431936
9.396,282356,-149700,-432056
9.401,282304,-149935,-432239
9.406,282487,-149561,-432048
9.411,282614,-149091,-431705
9.416,282470,-149255,-431725
9.421,282327,-149556,-431883
9.426,282388,-149275,-431663
9.431,282377,-148993,-431370
9.436,282028,-149430,-431458
9.441,281734,-149925,-431659
9.446,281706,-149789,-431495
9.451,281613,-149617,-431230
9.456,281247,-150098,-431345
9.461,280888,-150699,-431587
9.466,280801,-150618,-431419
9.471,280750,-150393,-431143
9.476,280479,-150810,-431289
9.481,280210,-151350,-431560
9.486,280193,-151245,-431438
9.491,280172,-151048,-431220
9.496,279892,-151454,-431346
9.501,279693,-151871,-431564
9.506,279824,-151620,-431444
9.511,279945,-151284,-431229
9.516,279856,-151550,-431406
9.521,279752,-151906,-431658
9.526,279852,-151649,-431501
9.531,279946,-151280,-431226
9.536,279807,-151561,-431368
9.541,279724,-151910,-431634
9.546,279906,-151576,-431482
9.551,280015,-151203,-431218
9.556,279903,-151437,-431340
9.563,279800,-151778,-431578
9.563,279800,-151778,-431578
9.566,279903,-151533,-431436
9.571,280001,-151157,-431158
9.576,279876,-151380,-431256
9.581,279781,-151719,-431500
9.588,279909,-151453,-431362
9.588,279909,-151453,-431362
9.591,279990,-151128,-431118
9.596,279828,-151410,-431238
9.601,279743,-151711,-431454
9.606,279914,-151421,-431335
9.611,280012,-151108,-431120
9.617,279831,-151417,-431248
9.621,279699,-151777,-431476
9.626,279833,-151519,-431352
9.631,279911,-151214,-431125
9.636,279736,-151526,-431262
9.641,279618,-151882,-431500
9.646,279762,-151610,-431372
9.651,279840,-151280,-431120
9.656,279680,-151546,-431226
9.661,279590,-151874,-431464
9.666,279712,-151622,-431334
9.671,279786,-151296,-431082
9.676,279612,-151592,-431204
9.681,279493,-151983,-431476
9.686,279617,-151731,-431348
9.691,279674,-151401,-431075
9.696,279512,-151685,-431197
9.701,279414,-152046,-431460
9.706,279605,-151731,-431336
9.711,279712,-151377,-431089
9.716,279529,-151694,-431223
9.721,279410,-152050,-431460
9.726,279577,-151743,-431320
9.731,279679,-151382,-431061
9.736,279524,-151649,-431173
9.741,279435,-151987,-431422
9.746,279582,-151721,-431303
9.751,279684,-151372,-431056
9.756,279545,-151629,-431174
9.761,279452,-151971,-431423
9.766,279615,-151689,-431304
9.771,279708,-151341,-431049
9.776,279528,-151619,-431147
9.781,279428,-151938,-431366
9.786,279613,-151643,-431256
9.791,279701,-151328,-431029
9.796,279507,-151664,-431171
9.801,279412,-152036,-431448
9.806,279583,-151745,-431328
9.811,279669,-151419,-431088
9.816,279502,-151717,-431219
9.823,279396,-152055,-431451
9.823,279396,-152055,-431451
9.826,279528,-151765,-431293
9.831,279623,-151424,-431047
9.836,279464,-151691,-431155
9.841,279364,-152029,-431393
9.846,279552,-151723,-431275
9.851,279663,-151384,-431047
9.856,279506,-151678,-431184
9.861,279412,-152026,-431438
9.866,279528,-151769,-431297
9.871,279624,-151427,-431051
9.876,279503,-151713,-431216
9.881,279397,-152069,-431466
9.886,279513,-151815,-431328
9.891,279650,-151436,-431086
9.896,279566,-151643,-431209
9.901,279502,-151942,-431444
9.906,279636,-151649,-431285
9.911,279709,-151279,-430988
9.916,279593,-151514,-431107
9.921,279508,-151849,-431357
9.926,279668,-151474,-431142
9.931,279939,-150830,-430769
9.938,279993,-150854,-430847
9.938,279993,-150854,-430847
9.943,279954,-151176,-431130
9.943,279954,-151176,-431130
9.946,279995,-150986,-430981
9.951,279922,-150808,-430730
9.956,279706,-151190,-430896
9.961,279633,-151589,-431222
9.966,279817,-151408,-431225
9.971,279892,-151148,-431040
9.976,279732,-151434,-431166
9.981,279605,-151832,-431437
9.986,279671,-151680,-431351
9.991,279633,-151514,-431147
9.996,279418,-151866,-431284
10.001,279301,-152223,-431524
10.006,279453,-151944,-431397
10.011,279573,-151592,-431165
10.016,279403,-151903,-431306
10.021,279300,-152263,-431563
10.026,279476,-151991,-431467
10.031,279572,-151658,-431230
10.036,279393,-151924,-431317
10.041,279282,-152259,-431541
10.046,279408,-151997,-431405
10.051,279537,-151750,-431287
10.056,279574,-152076,-431650
10.061,279883,-152074,-431957
10.066,280398,-150771,-431169
10.071,280526,-148894,-429420
10.076,279867,-146952,-426819
10.081,278643,-144446,-423089
10.086,277468,-142096,-419564
10.091,276239,-142098,-418337
10.096,275070,-145010,-420080
10.101,274234,-148293,-422527
10.106,274398,-150419,-424817
10.111,275854,-151283,-427137
10.116,277217,-151870,-429087
10.121,278110,-152241,-430351
10.126,278906,-151955,-430861
10.131,279431,-151622,-431053
10.136,279524,-151868,-431392
10.142,279577,-152186,-431763
10.146,279856,-151886,-431742
10.151,280067,-151472,-431539
10.156,280018,-151671,-431689
10.161,279999,-151995,-431994
10.166,280170,-151726,-431896
10.171,280265,-151395,-431660
10.176,280123,-151705,-431828
10.181,280055,-152043,-432098
10.186,280269,-151748,-432017
10.191,280431,-151370,-431801
10.196,280315,-151586,-431901
10.201,280273,-151854,-432127
10.206,280507,-151516,-432023
10.211,280673,-151106,-431779
10.216,280578,-151329,-431907
10.221,280565,-151602,-432167
10.226,280807,-151234,-432041
10.231,280980,-150832,-431812
10.236,280866,-151099,-431965
10.241,280835,-151403,-432238
10.246,281110,-151030,-432140
10.251,281338,-150629,-431967
10.256,281312,-150835,-432147
10.261,281380,-151067,-432447
10.266,281704,-150658,-432362
10.271,281908,-150214,-432122
10.276,281951,-150342,-432293
10.281,282075,-150479,-432554
10.286,282415,-150023,-432438
10.293,282663,-149543,-432206
10.293,282663,-149543,-432206
10.298,282604,-149707,-432311
10.298,282604,-149707,-432311
10.301,282588,-149946,-432534
10.309,282795,-149554,-432349
10.309,282795,-149554,-432349
10.311,282923,-149112,-432035
10.316,282748,-149355,-432103
10.321,282593,-149681,-432274
10.326,282678,-149396,-432074
10.331,282670,-149094,-431764
10.336,282378,-149421,-431799
10.341,282133,-149844,-431977
10.346,282075,-149760,-431835
10.351,281893,-149675,-431568
10.356,281473,-150179,-431652
10.361,281121,-150709,-431830
10.366,281076,-150571,-431647
10.371,281002,-150355,-431357
10.376,280687,-150810,-431497
10.381,280432,-151303,-431735
10.386,280465,-151113,-431578
10.391,280445,-150886,-431331
10.396,280214,-151259,-431473
10.401,280053,-151698,-431751
10.406,280083,-151524,-431607
10.411,280110,-151241,-431351
10.416,279963,-151553,-431516
10.421,279844,-151924,-431768
10.426,279995,-151627,-431622
10.431,280087,-151262,-431349
10.436,279938,-151548,-431486
10.441,279868,-151899,-431767
10.446,280037,-151595,-431632
10.451,280188,-151202,-431390
10.456,280115,-151417,-431532
10.461,280047,-151711,-431758
10.467,280203,-151408,-431611
10.471,280340,-151035,-431375
10.476,280180,-151302,-431482
10.481,280052,-151629,-431681
10.486,280167,-151366,-431533
10.491,280267,-151037,-431304
10.496,280110,-151351,-431461
10.501,279979,-151729,-431708
10.506,280126,-151415,-431541
10.511,280269,-151047,-431316
10.516,280164,-151313,-431477
10.523,280090,-151605,-431695
10.523,280090,-151605,-431695
10.528,280242,-151279,-431521
10.528,280242,-151279,-431521
10.531,280316,-150955,-431271
10.536,280132,-151300,-431432
10.541,279975,-151712,-431687
10.546,280078,-151488,-431566
10.551,280141,-151175,-431316
10.556,279975,-151469,-431444
10.561,279798,-151877,-431675
10.566,279880,-151633,-431513
10.571,279983,-151253,-431236
10.576,279900,-151431,-431331
10.581,279837,-151723,-431560
10.586,279946,-151505,-431451
10.591,280006,-151161,-431167
10.596,279854,-151417,-431271
10.601,279740,-151788,-431528
10.606,279875,-151543,-431418
10.611,280004,-151166,-431170
10.616,279920,-151406,-431326
10.621,279853,-151754,-431607
10.626,279977,-151496,-431473
10.631,280020,-151217,-431237
10.636,279851,-151516,-431367
10.641,279767,-151849,-431616
10.648,279960,-151541,-431501
10.648,279960,-151541,-431501
10.653,280077,-151188,-431265
10.653,280077,-151188,-431265
10.658,279911,-151469,-431380
10.658,279911,-151469,-431380
10.661,279823,-151768,-431591
10.666,279998,-151464,-431462
10.671,280101,-151143,-431244
10.676,279957,-151410,-431367
10.681,279862,-151752,-431614
10.686,280024,-151438,-431462
10.691,280168,-151033,-431201
10.696,280018,-151307,-431325
10.701,279871,-151693,-431564
10.706,280021,-151404,-431425
10.711,280131,-151044,-431175
10.716,279979,-151318,-431297
10.721,279920,-151625,-431545
10.726,280115,-151315,-431430
10.731,280216,-150996,-431212
10.736,280066,-151256,-431322
10.741,279960,-151570,-431530
10.746,280122,-151283,-431405
10.751,280281,-150910,-431191
10.756,280158,-151189,-431347
10.761,280063,-151548,-431611
10.766,280179,-151304,-431483
10.771,280260,-150980,-431240
10.776,280128,-151228,-431356
10.781,280025,-151577,-431602
10.786,280182,-151305,-431487
10.791,280297,-150934,-431231
10.796,280155,-151195,-431350
10.801,280068,-151535,-431603
10.806,280234,-151252,-431486
10.811,280341,-150903,-431244
10.816,280200,-151136,-431336
10.821,280077,-151487,-431564
10.826,280181,-151249,-431430
10.831,280270,-150895,-431165
10.836,280110,-151177,-431287
10.841,280018,-151493,-431511
10.846,280197,-151158,-431355
10.851,280333,-150781,-431114
10.858,280167,-151049,-431216
10.858,280167,-151049,-431216
10.861,280066,-151361,-431427
10.866,280220,-151087,-431307
10.871,280353,-150686,-431039
10.876,280259,-150816,-431075
10.881,280324,-150904,-431228
10.886,280687,-150388,-431075
10.891,280912,-149966,-430878
10.896,280684,-150318,-431002
10.901,280409,-150843,-431252
10.906,280481,-150686,-431167
10.911,280613,-150384,-430997
10.916,280489,-150738,-431227
10.921,280370,-151178,-431548
10.926,280523,-150944,-431467
10.931,280585,-150632,-431217
10.936,280312,-151056,-431368
10.941,280097,-151563,-431660
10.946,280222,-151320,-431542
10.951,280315,-150959,-431274
10.956,280170,-151215,-431385
10.961,280098,-151540,-431638
10.966,280241,-151264,-431505
10.971,280333,-150911,-431244
10.976,280171,-151183,-431354
10.981,280071,-151528,-431599
10.986,280242,-151221,-431463
10.991,280342,-150853,-431195
10.996,280193,-151155,-431348
11.001,280130,-151597,-431727
11.008,280472,-151386,-431858
11.009,280472,-151386,-431858
11.013,280951,-150684,-431635
11.013,280951,-150684,-431635
11.018,281161,-149858,-431019
11.018,281161,-149858,-431019
11.021,281083,-148611,-429694
11.026,280601,-146086,-426687
11.031,279492,-142972,-422464
11.036,278009,-141292,-419301
11.041,276676,-142153,-418829
11.046,275939,-144487,-420426
11.051,275378,-146929,-422307
11.056,275386,-149419,-424805
11.061,276803,-150838,-427641
11.066,278396,-150977,-429373
11.071,279388,-150825,-430213
11.076,279844,-151167,-431011
11.081,280124,-151527,-431651
11.086,280480,-151229,-431709
11.091,280694,-150900,-431594
11.096,280615,-151203,-431818
11.101,280610,-151496,-432106
11.106,280861,-151131,-431992
11.111,281042,-150744,-431786
11.116,280944,-150986,-431930
11.121,280863,-151312,-432175
11.126,281009,-151062,-432071
11.131,281141,-150718,-431859
11.136,281028,-150951,-431979
11.141,280963,-151260,-432223
11.146,281171,-150947,-432118
11.151,281339,-150540,-431879
11.156,281247,-150735,-431982
11.161,281190,-151051,-432241
11.166,281447,-150734,-432181
11.171,281638,-150339,-431977
11.176,281572,-150560,-432132
11.181,281582,-150836,-432418
11.186,281816,-150514,-432330
11.192,282001,-150111,-432112
11.196,281963,-150295,-432258
11.203,281979,-150574,-432553
11.203,281979,-150574,-432553
11.206,282275,-150222,-432497
11.213,282560,-149768,-432328
11.213,282560,-149768,-432328
11.216,282602,-149934,-432536
11.221,282684,-150162,-432846
11.226,282998,-149784,-432782
11.231,283245,-149329,-432574
11.236,283249,-149465,-432714
11.241,283311,-149627,-432938
11.246,283579,-149178,-432757
11.251,283793,-148695,-432488
11.256,283717,-148838,-432555
11.261,283583,-149131,-432714
11.266,283684,-148862,-432546
11.271,283725,-148472,-432197
11.276,283496,-148687,-432183
11.281,283277,-149063,-432340
11.286,283295,-148850,-432145
11.292,283248,-148584,-431832
11.296,282910,-149004,-431914
11.301,282589,-149544,-432133
11.306,282532,-149457,-431989
11.311,282378,-149328,-431706
11.316,282012,-149764,-431776
11.321,281682,-150286,-431968
11.326,281610,-150172,-431782
11.331,281537,-149981,-431518
11.336,281251,-150418,-431669
11.341,281062,-150877,-431939
11.346,281133,-150687,-431820
11.351,281130,-150464,-431594
11.356,280908,-150847,-431755
11.361,280770,-151251,-432021
11.368,280920,-150974,-431894
11.368,280920,-150974,-431894
11.371,281044,-150609,-431653
11.376,280884,-150888,-431772
11.381,280746,-151243,-431989
11.386,280907,-150935,-431842
11.391,281056,-150569,-431625
11.396,280946,-150827,-431773
11.401,280880,-151162,-432042
11.406,281025,-150898,-431923
11.411,281116,-150557,-431673
11.416,280960,-150843,-431803
11.421,280819,-151174,-431993
11.426,280974,-150859,-431833
11.431,281067,-150537,-431604
11.436,280886,-150882,-431768
11.441,280782,-151274,-432056
11.446,280946,-150975,-431921
11.451,281039,-150620,-431659
11.456,280885,-150879,-431764
11.461,280751,-151251,-432002
11.466,280891,-150958,-431849
11.471,281017,-150580,-431597
11.476,280858,-150876,-431734
11.481,280723,-151264,-431987
11.486,280849,-151031,-431880
11.491,280935,-150708,-431643
11.496,280790,-150954,-431744
11.501,280682,-151320,-432002
11.506,280832,-151058,-431890
11.511,280884,-150718,-431602
11.516,280687,-151038,-431725
11.521,280551,-151432,-431983
11.526,280694,-151184,-431878
11.531,280842,-150813,-431655
11.536,280662,-151132,-431794
11.541,280517,-151542,-432059
11.546,280609,-151352,-431961
11.551,280673,-151046,-431719
11.556,280511,-151330,-431841
11.561,280365,-151718,-432083
11.566,280505,-151470,-431975
11.573,280632,-151108,-431740
11.573,280632,-151108,-431740
11.576,280530,-151339,-431869
11.581,280445,-151707,-432152
11.586,280570,-151467,-432037
11.593,280671,-151140,-431811
11.593,280671,-151140,-431811
11.596,280549,-151427,-431976
11.601,280450,-151786,-432236
11.606,280589,-151509,-432098
11.611,280694,-151123,-431817
11.616,280540,-151410,-431950
11.621,280451,-151784,-432235
11.626,280607,-151501,-432108
11.631,280712,-151179,-431891
11.636,280587,-151445,-432032
11.641,280473,-151768,-432241
11.646,280591,-151495,-432086
11.651,280708,-151156,-431864
11.656,280573,-151462,-432035
11.661,280456,-151819,-432275
11.666,280603,-151521,-432124
11.671,280716,-151178,-431894
11.676,280559,-151491,-432050
11.681,280455,-151829,-432284
11.686,280606,-151528,-432134
11.691,280717,-151148,-431865
11.696,280528,-151475,-432003
11.703,280371,-151893,-432264
11.703,280371,-151893,-432264
11.706,280524,-151628,-432152
11.711,280643,-151289,-431932
11.717,280517,-151563,-432080
11.721,280447,-151912,-432359
11.726,280592,-151648,-432240
11.731,280680,-151305,-431985
11.736,280524,-151584,-432108
11.741,280435,-151921,-432356
11.746,280598,-151630,-432228
11.751,280669,-151299,-431968
11.756,280529,-151562,-432091
11.761,280421,-151916,-432337
11.766,280542,-151698,-432240
11.771,280644,-151347,-431991
11.776,280557,-151575,-432132
11.781,280445,-151923,-432368
11.786,280538,-151657,-432195
11.791,280639,-151256,-431895
11.796,280540,-151491,-432031
11.801,280436,-151863,-432299
11.806,280638,-151440,-432078
11.811,280916,-150770,-431686
11.816,280965,-150842,-431807
11.821,280940,-151123,-432063
11.826,280975,-150919,-431894
11.831,280910,-150780,-431690
11.836,280687,-151213,-431900
11.841,280586,-151626,-432212
11.846,280734,-151450,-432184
11.851,280823,-151149,-431972
11.856,280673,-151474,-432147
11.861,280510,-151930,-432440
11.866,280559,-151790,-432349
11.871,280576,-151558,-432134
11.876,280409,-151886,-432295
11.881,280308,-152249,-432557
11.886,280422,-151988,-432410
11.891,280482,-151682,-432164
11.896,280319,-151973,-432292
11.901,280214,-152277,-432491
11.906,280362,-151975,-432337
11.913,280420,-151698,-432118
11.913,280420,-151698,-432118
11.918,280213,-152056,-432269
11.918,280213,-152056,-432269
11.921,280131,-152364,-432495
11.926,280332,-152063,-432395
11.931,280493,-151862,-432355
11.936,280549,-152148,-432697
11.941,280758,-152025,-432783
11.948,281243,-150610,-431853
11.948,281243,-150610,-431853
11.951,281444,-148546,-429990
11.956,280797,-146487,-427284
11.961,279570,-144074,-423644
11.966,278451,-141944,-420395
11.971,277196,-142401,-419597
11.976,275943,-145494,-421437
11.981,275028,-149030,-424058
11.986,275307,-151381,-426688
11.991,276892,-151970,-428862
11.996,278197,-152267,-430464
12.001,278990,-152629,-431619
12.006,279708,-152346,-432054
12.011,280215,-151935,-432150
12.016,280258,-152209,-432467
12.021,280257,-152565,-432822
12.026,280493,-152234,-432727
12.031,280678,-151861,-432539
12.036,280604,-152160,-432764
12.041,280522,-152552,-433074
12.046,280712,-152222,-432934
12.051,280842,-151843,-432685
12.056,280745,-152106,-432851
12.063,280690,-152422,-433112
12.063,280690,-152422,-433112
12.066,280832,-152185,-433017
12.071,280899,-151889,-432788
12.076,280779,-152127,-432906
12.081,280749,-152388,-433137
12.088,280951,-152066,-433017
12.088,280951,-152066,-433017
12.091,281092,-151684,-432776
12.096,280983,-151920,-432903
12.101,280952,-152209,-433161
12.106,281186,-151845,-433031
12.111,281397,-151392,-432789
12.116,281325,-151599,-432924
12.121,281270,-151893,-433163
12.126,281508,-151565,-433073
12.131,281761,-151130,-432891
12.136,281754,-151289,-433043
12.141,281762,-151568,-433330
12.146,282040,-151200,-433240
12.151,282292,-150727,-433019
12.156,282311,-150903,-433214
12.161,282341,-151186,-433527
12.166,282641,-150760,-433401
12.171,282876,-150187,-433063
12.176,282843,-150266,-433109
12.181,282790,-150513,-433303
12.186,282900,-150202,-433102
12.191,283023,-149750,-432773
12.196,282869,-149963,-432832
12.201,282684,-150273,-432957
12.206,282771,-149980,-432751
12.211,282835,-149594,-432429
12.216,282624,-149858,-432482
12.221,282387,-150274,-432661
12.226,282336,-150162,-432498
12.231,282153,-150079,-432232
12.236,281728,-150618,-432346
12.241,281411,-151165,-432576
12.246,281401,-151028,-432429
12.251,281317,-150854,-432171
12.256,281015,-151299,-432314
12.261,280762,-151823,-432585
12.266,280788,-151685,-432473
12.271,280793,-151434,-432227
12.276,280587,-151781,-432368
12.281,280408,-152247,-432655
12.286,280468,-152074,-432542
12.291,280530,-151746,-432276
12.296,280322,-152052,-432374
12.301,280156,-152434,-432590
12.306,280268,-152210,-432478
12.311,280359,-151883,-432242
12.316,280247,-152106,-432353
12.321,280188,-152410,-432598
12.326,280408,-152030,-432438
12.331,280521,-151633,-432154
